,STAT_CAUSE_DESCR
1215308,Arson
1215309,Lightning
1215310,Arson
1215311,Lightning
1215312,Lightning
1215313,Lightning
1215314,Lightning
1215315,Lightning
1215316,Campfire
1215317,Campfire
1215318,Campfire
1215319,Lightning
1215320,Lightning
1215321,Lightning
1215322,Lightning
1215323,Lightning
1215324,Lightning
1215325,Lightning
1215326,Lightning
1215327,Lightning
1215328,Lightning
1215329,Lightning
1215330,Lightning
1215331,Lightning
1215332,Lightning
1215333,Lightning
1215334,Smoking
1215335,Lightning
1215336,Lightning
1215337,Lightning
1215338,Lightning
1215339,Lightning
1215340,Lightning
1215341,Lightning
1215342,Missing/Undefined
1215343,Lightning
1215344,Lightning
1215345,Lightning
1215346,Lightning
1215347,Lightning
1215348,Lightning
1215349,Lightning
1215350,Lightning
1215351,Miscellaneous
1215352,Lightning
1215353,Lightning
1215354,Lightning
1215355,Lightning
1215356,Lightning
1215357,Lightning
1215358,Lightning
1215359,Lightning
1215360,Lightning
1215361,Lightning
1215362,Lightning
1215363,Arson
1215364,Lightning
1215365,Lightning
1215366,Lightning
1215367,Lightning
1215368,Lightning
1215369,Lightning
1215370,Lightning
1215371,Lightning
1215372,Lightning
1215373,Lightning
1215374,Children
1215375,Lightning
1215376,Lightning
1215377,Missing/Undefined
1215378,Lightning
1215379,Lightning
1215380,Lightning
1215381,Lightning
1215382,Lightning
1215383,Lightning
1215384,Lightning
1215385,Lightning
1215386,Lightning
1215387,Lightning
1215388,Lightning
1215389,Lightning
1215390,Lightning
1215391,Lightning
1215392,Lightning
1215393,Lightning
1215394,Lightning
1215395,Lightning
1215396,Lightning
1215397,Lightning
1215398,Lightning
1215399,Lightning
1215400,Lightning
1215401,Lightning
1215402,Lightning
1215403,Lightning
1215404,Lightning
1215405,Lightning
1215406,Lightning
1215407,Lightning
1215408,Lightning
1215409,Lightning
1215410,Lightning
1215411,Lightning
1215412,Lightning
1215413,Lightning
1215414,Lightning
1215415,Lightning
1215416,Lightning
1215417,Lightning
1215418,Arson
1215419,Lightning
1215420,Lightning
1215421,Lightning
1215422,Lightning
1215423,Lightning
1215424,Lightning
1215425,Lightning
1215426,Lightning
1215427,Arson
1215428,Lightning
1215429,Missing/Undefined
1215430,Lightning
1215431,Arson
1215432,Lightning
1215433,Lightning
1215434,Lightning
1215435,Lightning
1215436,Lightning
1215437,Lightning
1215438,Lightning
1215439,Lightning
1215440,Lightning
1215441,Lightning
1215442,Lightning
1215443,Lightning
1215444,Lightning
1215445,Lightning
1215446,Lightning
1215447,Lightning
1215448,Lightning
1215449,Lightning
1215450,Lightning
1215451,Lightning
1215452,Lightning
1215453,Lightning
1215454,Lightning
1215455,Lightning
1215456,Lightning
1215457,Lightning
1215458,Lightning
1215459,Lightning
1215460,Lightning
1215461,Lightning
1215462,Lightning
1215463,Arson
1215464,Lightning
1215465,Lightning
1215466,Lightning
1215467,Lightning
1215468,Lightning
1215469,Lightning
1215470,Lightning
1215471,Lightning
1215472,Lightning
1215473,Lightning
1215474,Arson
1215475,Lightning
1215476,Lightning
1215477,Missing/Undefined
1215478,Lightning
1215479,Lightning
1215480,Arson
1215481,Lightning
1215482,Lightning
1215483,Lightning
1215484,Lightning
1215485,Lightning
1215486,Lightning
1215487,Lightning
1215488,Lightning
1215489,Lightning
1215490,Lightning
1215491,Lightning
1215492,Lightning
1215493,Lightning
1215494,Lightning
1215495,Lightning
1215496,Lightning
1215497,Lightning
1215498,Lightning
1215499,Lightning
1215500,Lightning
1215501,Lightning
1215502,Lightning
1215503,Lightning
1215504,Lightning
1215505,Lightning
1215506,Lightning
1215507,Lightning
1215508,Lightning
1215509,Lightning
1215510,Lightning
1215511,Lightning
1215512,Lightning
1215513,Lightning
1215514,Lightning
1215515,Lightning
1215516,Lightning
1215517,Lightning
1215518,Lightning
1215519,Lightning
1215520,Lightning
1215521,Lightning
1215522,Lightning
1215523,Lightning
1215524,Lightning
1215525,Lightning
1215526,Lightning
1215527,Lightning
1215528,Lightning
1215529,Lightning
1215530,Lightning
1215531,Lightning
1215532,Lightning
1215533,Lightning
1215534,Lightning
1215535,Lightning
1215536,Lightning
1215537,Lightning
1215538,Lightning
1215539,Lightning
1215540,Lightning
1215541,Lightning
1215542,Lightning
1215543,Lightning
1215544,Lightning
1215545,Lightning
1215546,Lightning
1215547,Lightning
1215548,Lightning
1215549,Lightning
1215550,Lightning
1215551,Lightning
1215552,Lightning
1215553,Lightning
1215554,Lightning
1215555,Arson
1215556,Lightning
1215557,Lightning
1215558,Lightning
1215559,Lightning
1215560,Debris Burning
1215561,Lightning
1215562,Lightning
1215563,Lightning
1215564,Lightning
1215565,Campfire
1215566,Structure
1215567,Lightning
1215568,Arson
1215569,Debris Burning
1215570,Equipment Use
1215571,Arson
1215572,Arson
1215573,Arson
1215574,Lightning
1215575,Lightning
1215576,Missing/Undefined
1215577,Structure
1215578,Campfire
1215579,Campfire
1215580,Miscellaneous
1215581,Missing/Undefined
1215582,Campfire
1215583,Campfire
1215584,Campfire
1215585,Campfire
1215586,Campfire
1215587,Missing/Undefined
1215588,Campfire
1215589,Missing/Undefined
1215590,Powerline
1215591,Missing/Undefined
1215592,Campfire
1215593,Campfire
1215594,Campfire
1215595,Campfire
1215596,Missing/Undefined
1215597,Campfire
1219054,Lightning
1219055,Lightning
1219056,Lightning
1219057,Lightning
1219058,Lightning
1219059,Lightning
1219060,Lightning
1219061,Lightning
1219062,Lightning
1219063,Lightning
1219064,Lightning
1219065,Lightning
1219066,Lightning
1219067,Lightning
1219068,Lightning
1220326,Lightning
1220327,Lightning
1220328,Lightning
1220329,Lightning
1220330,Lightning
1220331,Lightning
1220332,Lightning
1220333,Lightning
1220334,Lightning
1220335,Lightning
1220336,Lightning
1220337,Lightning
1220338,Lightning
1220339,Lightning
1220340,Lightning
1220341,Lightning
1220342,Lightning
1220343,Lightning
1220344,Lightning
1220345,Lightning
1220346,Lightning
1220347,Lightning
1360767,Debris Burning
1360768,Debris Burning
1360769,Powerline
1360770,Equipment Use
1360771,Powerline
1360772,Children
1360773,Debris Burning
1360774,Powerline
1360775,Debris Burning
1360776,Structure
1360777,Powerline
1360778,Powerline
1360779,Powerline
1360780,Debris Burning
1360781,Powerline
1360782,Powerline
1360783,Powerline
1360784,Powerline
1360785,Powerline
1360786,Powerline
1360787,Equipment Use
1360788,Powerline
1360789,Children
1360790,Children
1360791,Structure
1360792,Children
1360793,Children
1360794,Children
1360795,Miscellaneous
1360796,Smoking
1360797,Debris Burning
1360798,Debris Burning
1360799,Miscellaneous
1360800,Miscellaneous
1360801,Miscellaneous
1360802,Miscellaneous
1360803,Debris Burning
1360804,Miscellaneous
1360805,Miscellaneous
1360806,Children
1360807,Debris Burning
1360808,Children
1360809,Miscellaneous
1360810,Debris Burning
1360811,Miscellaneous
1360812,Debris Burning
1360813,Children
1360814,Structure
1360815,Structure
1360816,Debris Burning
1360817,Equipment Use
1360818,Debris Burning
1360819,Miscellaneous
1360820,Debris Burning
1360821,Debris Burning
1360822,Debris Burning
1360823,Fireworks
1360824,Children
1360825,Miscellaneous
1360826,Miscellaneous
1360827,Children
1360828,Miscellaneous
1360829,Fireworks
1360830,Miscellaneous
1360831,Debris Burning
1360832,Structure
1360833,Miscellaneous
1360834,Lightning
1360835,Fireworks
1360836,Debris Burning
1360837,Structure
1360838,Lightning
1360839,Debris Burning
1360840,Lightning
1360841,Powerline
1360842,Lightning
1360843,Miscellaneous
1360844,Miscellaneous
1360845,Debris Burning
1360846,Structure
1360847,Lightning
1360848,Debris Burning
1360849,Lightning
1360850,Debris Burning
1360851,Campfire
1360852,Fireworks
1360853,Structure
1360854,Lightning
1360855,Campfire
1360856,Children
1360857,Fireworks
1360858,Fireworks
1360859,Fireworks
1360860,Miscellaneous
1360861,Fireworks
1360862,Campfire
1360863,Fireworks
1360864,Fireworks
1360865,Structure
1360866,Miscellaneous
1360867,Fireworks
1360868,Children
1360869,Children
1360870,Miscellaneous
1360871,Equipment Use
1360872,Smoking
1360873,Structure
1360874,Debris Burning
1360875,Miscellaneous
1360876,Lightning
1360877,Miscellaneous
1360878,Debris Burning
1360879,Powerline
1360880,Fireworks
1360881,Miscellaneous
1360882,Fireworks
1360883,Smoking
1360884,Fireworks
1360885,Structure
1360886,Miscellaneous
1360887,Campfire
1360888,Smoking
1360889,Debris Burning
1360890,Debris Burning
1360891,Fireworks
1360892,Lightning
1360893,Miscellaneous
1360894,Debris Burning
1360895,Miscellaneous
1360896,Children
1360897,Structure
1360898,Miscellaneous
1360899,Miscellaneous
1360900,Powerline
1360901,Smoking
1360902,Children
1360903,Debris Burning
1360904,Smoking
1360905,Debris Burning
1360906,Children
1360907,Debris Burning
1360908,Debris Burning
1360909,Miscellaneous
1360910,Debris Burning
1360911,Children
1360912,Miscellaneous
1360913,Debris Burning
1360914,Smoking
1360915,Campfire
1360916,Debris Burning
1360917,Powerline
1360918,Children
1360919,Miscellaneous
1360920,Miscellaneous
1360921,Debris Burning
1360922,Debris Burning
1360923,Fireworks
1360924,Miscellaneous
1360925,Smoking
1360926,Smoking
1360927,Miscellaneous
1360928,Miscellaneous
1360929,Miscellaneous
1360930,Debris Burning
1360931,Children
1360932,Children
1360933,Miscellaneous
1360934,Miscellaneous
1360935,Miscellaneous
1360936,Smoking
1360937,Debris Burning
1360938,Smoking
1360939,Debris Burning
1360940,Debris Burning
1360941,Debris Burning
1360942,Children
1360943,Children
1360944,Debris Burning
1360945,Smoking
1360946,Miscellaneous
1360947,Miscellaneous
1360948,Miscellaneous
1360949,Children
1360950,Children
1360951,Debris Burning
1360952,Debris Burning
1360953,Children
1360954,Debris Burning
1360955,Debris Burning
1360956,Debris Burning
1360957,Debris Burning
1360958,Debris Burning
1360959,Children
1360960,Children
1360961,Children
1360962,Children
1360963,Debris Burning
1360964,Miscellaneous
1360965,Miscellaneous
1360966,Debris Burning
1360967,Miscellaneous
1360968,Debris Burning
1360969,Miscellaneous
1360970,Miscellaneous
1360971,Miscellaneous
1360972,Debris Burning
1360973,Miscellaneous
1360974,Debris Burning
1360975,Structure
1360976,Campfire
1360977,Debris Burning
1360978,Miscellaneous
1360979,Debris Burning
1360980,Miscellaneous
1360981,Miscellaneous
1360982,Equipment Use
1360983,Debris Burning
1360984,Structure
1360985,Debris Burning
1360986,Debris Burning
1360987,Miscellaneous
1360988,Miscellaneous
1360989,Equipment Use
1360990,Powerline
1360991,Children
1360992,Miscellaneous
1360993,Miscellaneous
1360994,Miscellaneous
1360995,Debris Burning
1360996,Miscellaneous
1360997,Structure
1360998,Debris Burning
1360999,Miscellaneous
1361000,Children
1361001,Debris Burning
1361002,Debris Burning
1361003,Powerline
1361004,Debris Burning
1361005,Debris Burning
1361006,Powerline
1361007,Debris Burning
1361008,Miscellaneous
1361009,Miscellaneous
1361010,Debris Burning
1361011,Debris Burning
1361012,Miscellaneous
1361013,Debris Burning
1361014,Miscellaneous
1361015,Debris Burning
1361016,Powerline
1361017,Debris Burning
1361018,Debris Burning
1361019,Smoking
1361020,Children
1361021,Equipment Use
1361022,Debris Burning
1361023,Equipment Use
1361024,Miscellaneous
1361025,Debris Burning
1361026,Lightning
1361027,Debris Burning
1361028,Miscellaneous
1361029,Structure
1361030,Miscellaneous
1361031,Debris Burning
1361032,Miscellaneous
1361033,Arson
1361034,Debris Burning
1361035,Miscellaneous
1361036,Smoking
1361037,Debris Burning
1361038,Lightning
1361039,Fireworks
1361040,Children
1361041,Children
1361042,Fireworks
1361043,Structure
1361044,Smoking
1361045,Smoking
1361046,Miscellaneous
1361047,Children
1361048,Structure
1361049,Miscellaneous
1361050,Lightning
1361051,Miscellaneous
1361052,Debris Burning
1361053,Children
1361054,Equipment Use
1361055,Fireworks
1361056,Lightning
1361057,Lightning
1361058,Lightning
1361059,Debris Burning
1361060,Debris Burning
1361061,Children
1361062,Smoking
1361063,Miscellaneous
1361064,Miscellaneous
1361065,Miscellaneous
1361066,Miscellaneous
1361067,Miscellaneous
1361068,Smoking
1361069,Structure
1361070,Powerline
1361071,Children
1361072,Smoking
1361073,Debris Burning
1361074,Structure
1361075,Lightning
1361076,Children
1361077,Miscellaneous
1361078,Lightning
1361079,Lightning
1361080,Lightning
1361081,Children
1361082,Lightning
1361083,Lightning
1361084,Miscellaneous
1361085,Lightning
1361086,Equipment Use
1361087,Miscellaneous
1361088,Structure
1361089,Children
1361090,Smoking
1361091,Miscellaneous
1361092,Miscellaneous
1361093,Fireworks
1361094,Children
1361095,Debris Burning
1361096,Miscellaneous
1361097,Lightning
1361098,Lightning
1361099,Lightning
1361100,Children
1361101,Fireworks
1361102,Lightning
1361103,Lightning
1361104,Miscellaneous
1361105,Fireworks
1361106,Miscellaneous
1361107,Debris Burning
1361108,Lightning
1361109,Debris Burning
1361110,Miscellaneous
1361111,Equipment Use
1361112,Miscellaneous
1361113,Children
1361114,Miscellaneous
1361115,Debris Burning
1361116,Miscellaneous
1361117,Children
1361118,Structure
1361119,Miscellaneous
1361120,Debris Burning
1361121,Miscellaneous
1361122,Miscellaneous
1361123,Lightning
1361124,Miscellaneous
1361125,Debris Burning
1361126,Equipment Use
1361127,Miscellaneous
1361128,Children
1361129,Lightning
1361130,Children
1361131,Lightning
1361132,Debris Burning
1361133,Miscellaneous
1361134,Miscellaneous
1361135,Miscellaneous
1361136,Debris Burning
1361137,Lightning
1361138,Lightning
1361139,Structure
1361140,Children
1361141,Lightning
1361142,Miscellaneous
1361143,Debris Burning
1361144,Miscellaneous
1361145,Children
1361146,Debris Burning
1361147,Debris Burning
1361148,Children
1361149,Children
1361150,Miscellaneous
1361151,Debris Burning
1361152,Smoking
1361153,Miscellaneous
1361154,Debris Burning
1361155,Debris Burning
1361156,Debris Burning
1361157,Structure
1361158,Miscellaneous
1361159,Smoking
1361160,Children
1361161,Children
1361162,Debris Burning
1361163,Structure
1361164,Arson
1361165,Debris Burning
1361166,Miscellaneous
1361167,Equipment Use
1361168,Structure
1361169,Children
1361170,Children
1361171,Miscellaneous
1361172,Powerline
1361173,Debris Burning
